Source,Target,Lag,Lag_min,Val_corr,P_value,HH_ID
Temperature,Risk_bin,1,10,-0.0653,0.0,A0027
Humidity,Risk_bin,4,40,0.0454,0.0044,A0027
BreathRate,Risk_bin,5,50,-0.0459,0.004,A0027
TVOC,Risk_bin,6,60,-0.0322,0.0437,A0027
HeartRate,StressIndex,1,10,-0.0181,0.0,A0027
BreathRate,StressIndex,1,10,-0.061,0.0,A0027
StressIndex,StressIndex,1,10,0.2189,0.0,A0027
HeartRate,StressIndex,2,20,0.0318,0.0,A0027
BreathRate,StressIndex,2,20,-0.0089,0.0,A0027
StressIndex,StressIndex,2,20,0.1539,0.0,A0027
Temperature,StressIndex,2,20,-0.0013,0.0322,A0027
BreathRate,StressIndex,3,30,0.0588,0.0016,A0027
HeartRate,StressIndex,4,40,-0.0108,0.0126,A0027
BreathRate,StressIndex,4,40,0.0277,0.0091,A0027
StressIndex,StressIndex,4,40,-0.0232,0.0002,A0027
BreathRate,StressIndex,5,50,0.0739,0.0017,A0027
StressIndex,StressIndex,5,50,0.0433,0.0001,A0027
BreathRate,StressIndex,6,60,-0.0982,0.0,A0027
Activity_IR,TVOC,1,10,-0.0287,0.0488,A0027
Humidity,TVOC,1,10,-0.083,0.001,A0027
CO2,TVOC,1,10,0.0897,0.0,A0027
TVOC,TVOC,1,10,-0.0197,0.0021,A0027
Temperature,TVOC,3,30,0.0484,0.003,A0027
Humidity,TVOC,3,30,-0.0135,0.0121,A0027
Activity_IR,TVOC,4,40,0.0109,0.0342,A0027
BreathRate,TVOC,4,40,0.0122,0.0148,A0027
StressIndex,TVOC,5,50,0.0156,0.0372,A0027
Temperature,TVOC,5,50,-0.0444,0.0359,A0027
Humidity,TVOC,6,60,0.0127,0.0347,A0027
Activity_IR,Temperature,1,10,0.1745,0.0,A0027
Temperature,Temperature,1,10,0.7752,0.0,A0027
Humidity,Temperature,1,10,0.0497,0.0369,A0027
CO2,Temperature,1,10,0.1246,0.0,A0027
TVOC,Temperature,1,10,-0.0151,0.0027,A0027
Activity_IR,Temperature,2,20,-0.1357,0.0002,A0027
Temperature,Temperature,2,20,-0.1314,0.0,A0027
Humidity,Temperature,2,20,0.0279,0.0423,A0027
CO2,Temperature,2,20,0.0532,0.0168,A0027
CO2,Temperature,3,30,0.0349,0.036,A0027
Activity_IR,Temperature,4,40,-0.0473,0.0475,A0027
Temperature,Temperature,4,40,-0.0326,0.0495,A0027
TVOC,Temperature,4,40,0.0378,0.0127,A0027
BreathRate,Temperature,5,50,0.0287,0.0226,A0027
Humidity,Temperature,5,50,0.0013,0.0412,A0027
TVOC,Temperature,5,50,-0.0071,0.0058,A0027
BreathRate,Temperature,6,60,0.0414,0.0265,A0027
Activity_IR,Activity_IR,1,10,0.3154,0.0,A0028
HeartRate,Activity_IR,1,10,0.0148,0.0023,A0028
Temperature,Activity_IR,1,10,-0.0247,0.0258,A0028
Humidity,Activity_IR,1,10,0.0088,0.0375,A0028
CO2,Activity_IR,1,10,-0.0067,0.0284,A0028
Activity_IR,Activity_IR,2,20,0.0598,0.0007,A0028
HeartRate,Activity_IR,2,20,-0.0168,0.003,A0028
BreathRate,Activity_IR,2,20,-0.0195,0.0033,A0028
CO2,Activity_IR,2,20,-0.0128,0.0057,A0028
TVOC,Activity_IR,2,20,0.0144,0.0268,A0028
Activity_IR,Activity_IR,3,30,0.0249,0.015,A0028
BreathRate,Activity_IR,3,30,0.0202,0.0298,A0028
TVOC,Activity_IR,3,30,0.0096,0.0,A0028
BreathRate,Activity_IR,4,40,0.0085,0.0249,A0028
StressIndex,Activity_IR,4,40,0.012,0.0006,A0028
Temperature,Activity_IR,4,40,0.0084,0.0009,A0028
Humidity,Activity_IR,4,40,-0.0142,0.0275,A0028
Risk_bin,Activity_IR,4,40,0.0156,0.0469,A0028
Activity_IR,Activity_IR,5,50,0.0546,0.0,A0028
HeartRate,Activity_IR,5,50,0.0017,0.008,A0028
BreathRate,Activity_IR,5,50,0.0018,0.0333,A0028
Temperature,Activity_IR,5,50,0.0044,0.0083,A0028
Humidity,Activity_IR,5,50,-0.0035,0.0317,A0028
CO2,Activity_IR,5,50,-0.0037,0.0146,A0028
TVOC,Activity_IR,5,50,-0.0239,0.0371,A0028
Risk_bin,Activity_IR,5,50,-0.0079,0.0002,A0028
HeartRate,Activity_IR,6,60,0.0279,0.0012,A0028
StressIndex,Activity_IR,6,60,0.009,0.0473,A0028
Temperature,Activity_IR,6,60,0.0036,0.0126,A0028
Humidity,Activity_IR,6,60,-0.0086,0.0311,A0028
Activity_IR,BreathRate,1,10,0.0288,0.0324,A0028
HeartRate,BreathRate,1,10,0.0888,0.0,A0028
BreathRate,BreathRate,1,10,0.4534,0.0,A0028
Temperature,BreathRate,1,10,0.0087,0.0063,A0028
Risk_bin,BreathRate,1,10,-0.0221,0.0003,A0028
HeartRate,BreathRate,2,20,0.0354,0.0015,A0028
BreathRate,BreathRate,2,20,0.0751,0.0,A0028
StressIndex,BreathRate,2,20,-0.0053,0.0153,A0028
Temperature,BreathRate,2,20,0.017,0.0276,A0028
HeartRate,BreathRate,3,30,0.0206,0.0333,A0028
BreathRate,BreathRate,3,30,0.0722,0.0,A0028
StressIndex,BreathRate,3,30,0.0005,0.0421,A0028
Temperature,BreathRate,3,30,0.0259,0.0157,A0028
Risk_bin,BreathRate,3,30,-0.0049,0.0176,A0028
HeartRate,BreathRate,4,40,0.028,0.0119,A0028
BreathRate,BreathRate,4,40,0.0024,0.0018,A0028
Temperature,BreathRate,4,40,0.016,0.038,A0028
CO2,BreathRate,4,40,-0.0115,0.017,A0028
Risk_bin,BreathRate,4,40,-0.033,0.0039,A0028
BreathRate,BreathRate,5,50,0.018,0.0,A0028
StressIndex,BreathRate,5,50,-0.0021,0.0082,A0028
Humidity,BreathRate,5,50,-0.0008,0.0229,A0028
CO2,BreathRate,5,50,0.0106,0.0246,A0028
TVOC,BreathRate,5,50,0.0095,0.0362,A0028
HeartRate,BreathRate,6,60,-0.0162,0.0156,A0028
BreathRate,BreathRate,6,60,0.0137,0.0161,A0028
StressIndex,BreathRate,6,60,0.0043,0.0358,A0028
Humidity,BreathRate,6,60,-0.0067,0.0317,A0028
TVOC,BreathRate,6,60,0.0053,0.0478,A0028
Risk_bin,BreathRate,6,60,-0.017,0.0255,A0028
Activity_IR,CO2,1,10,0.0088,0.0071,A0028
HeartRate,CO2,1,10,-0.0031,0.0151,A0028
BreathRate,CO2,1,10,-0.0132,0.016,A0028
StressIndex,CO2,1,10,0.0135,0.0328,A0028
Temperature,CO2,1,10,0.0106,0.022,A0028
CO2,CO2,1,10,0.0115,0.0,A0028
Risk_bin,CO2,1,10,-0.0021,0.0235,A0028
Activity_IR,CO2,2,20,0.0416,0.0,A0028
HeartRate,CO2,2,20,-0.0061,0.0084,A0028
BreathRate,CO2,2,20,0.0038,0.0152,A0028
StressIndex,CO2,2,20,-0.0165,0.0066,A0028
Humidity,CO2,2,20,-0.0161,0.0144,A0028
TVOC,CO2,2,20,0.0075,0.001,A0028
Risk_bin,CO2,2,20,0.0037,0.0207,A0028
HeartRate,CO2,3,30,-0.0015,0.0172,A0028
StressIndex,CO2,3,30,-0.0067,0.0439,A0028
Humidity,CO2,3,30,-0.0059,0.0148,A0028
TVOC,CO2,3,30,0.0281,0.0,A0028
Risk_bin,CO2,3,30,-0.0103,0.0052,A0028
Activity_IR,CO2,4,40,-0.0131,0.0275,A0028
HeartRate,CO2,4,40,0.0118,0.0004,A0028
CO2,CO2,4,40,-0.0116,0.0093,A0028
TVOC,CO2,4,40,0.0072,0.0037,A0028
Activity_IR,CO2,5,50,0.0085,0.0417,A0028
HeartRate,CO2,5,50,0.0019,0.0063,A0028
TVOC,CO2,5,50,-0.0288,0.017,A0028
Activity_IR,CO2,6,60,-0.0048,0.0009,A0028
HeartRate,CO2,6,60,-0.0204,0.0002,A0028
BreathRate,CO2,6,60,-0.0089,0.0121,A0028
Temperature,CO2,6,60,-0.0273,0.0044,A0028
Humidity,CO2,6,60,-0.0326,0.0399,A0028
CO2,CO2,6,60,0.0021,0.042,A0028
TVOC,CO2,6,60,0.0012,0.0177,A0028
Risk_bin,CO2,6,60,-0.0014,0.0231,A0028
Activity_IR,HeartRate,1,10,0.0309,0.0029,A0028
HeartRate,HeartRate,1,10,0.4526,0.0,A0028
BreathRate,HeartRate,1,10,0.0921,0.0002,A0028
Humidity,HeartRate,1,10,-0.0134,0.0294,A0028
CO2,HeartRate,1,10,-0.0235,0.0,A0028
Risk_bin,HeartRate,1,10,-0.0112,0.007,A0028
Activity_IR,HeartRate,2,20,-0.0129,0.0055,A0028
HeartRate,HeartRate,2,20,0.0943,0.0,A0028
BreathRate,HeartRate,2,20,0.0156,0.0004,A0028
StressIndex,HeartRate,2,20,-0.021,0.0006,A0028
Humidity,HeartRate,2,20,0.0076,0.0209,A0028
CO2,HeartRate,2,20,-0.0064,0.0309,A0028
HeartRate,HeartRate,3,30,0.0857,0.0001,A0028
BreathRate,HeartRate,3,30,0.0124,0.0001,A0028
StressIndex,HeartRate,3,30,-0.0033,0.014,A0028
Temperature,HeartRate,3,30,-0.0069,0.0254,A0028
Humidity,HeartRate,3,30,0.0091,0.0347,A0028
TVOC,HeartRate,3,30,0.0328,0.0,A0028
Risk_bin,HeartRate,3,30,-0.0231,0.0086,A0028
Activity_IR,HeartRate,4,40,0.0126,0.0,A0028
HeartRate,HeartRate,4,40,0.032,0.0176,A0028
BreathRate,HeartRate,4,40,-0.0296,0.0007,A0028
Risk_bin,HeartRate,4,40,-0.0102,0.0404,A0028
Activity_IR,HeartRate,5,50,-0.0363,0.0039,A0028
StressIndex,HeartRate,5,50,-0.0174,0.033,A0028
Humidity,HeartRate,5,50,-0.0014,0.0395,A0028
CO2,HeartRate,5,50,-0.0038,0.0174,A0028
TVOC,HeartRate,5,50,0.0082,0.0344,A0028
Risk_bin,HeartRate,5,50,0.0015,0.0007,A0028
Activity_IR,HeartRate,6,60,-0.0223,0.0198,A0028
HeartRate,HeartRate,6,60,0.0097,0.0092,A0028
BreathRate,HeartRate,6,60,-0.0154,0.0002,A0028
StressIndex,HeartRate,6,60,0.0232,0.008,A0028
Humidity,HeartRate,6,60,0.0021,0.0312,A0028
CO2,HeartRate,6,60,-0.0319,0.0218,A0028
Risk_bin,HeartRate,6,60,-0.014,0.0134,A0028
Activity_IR,Humidity,1,10,-0.036,0.0087,A0028
BreathRate,Humidity,1,10,-0.0027,0.008,A0028
Temperature,Humidity,1,10,-0.0538,0.0001,A0028
Humidity,Humidity,1,10,0.7515,0.0,A0028
CO2,Humidity,1,10,0.0777,0.0004,A0028
TVOC,Humidity,1,10,0.0233,0.0022,A0028
Risk_bin,Humidity,1,10,0.0155,0.0189,A0028
Activity_IR,Humidity,2,20,0.0023,0.0384,A0028
HeartRate,Humidity,2,20,-0.0045,0.0047,A0028
Humidity,Humidity,2,20,-0.1444,0.0,A0028
Risk_bin,Humidity,2,20,-0.0045,0.0129,A0028
Activity_IR,Humidity,3,30,0.0125,0.0001,A0028
HeartRate,Humidity,3,30,0.0106,0.0109,A0028
Temperature,Humidity,3,30,0.0053,0.0444,A0028
Humidity,Humidity,3,30,0.0305,0.0001,A0028
Risk_bin,Humidity,3,30,0.0111,0.0069,A0028
Activity_IR,Humidity,4,40,0.0063,0.0026,A0028
HeartRate,Humidity,4,40,0.0105,0.0193,A0028
Temperature,Humidity,4,40,0.0021,0.0299,A0028
Humidity,Humidity,4,40,-0.0136,0.0128,A0028
CO2,Humidity,4,40,-0.0186,0.0306,A0028
TVOC,Humidity,4,40,-0.0192,0.0081,A0028
HeartRate,Humidity,5,50,0.0031,0.0402,A0028
Activity_IR,Humidity,6,60,-0.0154,0.0006,A0028
HeartRate,Humidity,6,60,0.0161,0.0012,A0028
BreathRate,Humidity,6,60,-0.0157,0.0438,A0028
Temperature,Humidity,6,60,0.0068,0.0038,A0028
Humidity,Humidity,6,60,0.0042,0.0391,A0028
Risk_bin,Humidity,6,60,-0.0086,0.0184,A0028
Activity_IR,Risk_bin,1,10,0.0005,0.0248,A0028
HeartRate,Risk_bin,1,10,-0.03,0.0025,A0028
BreathRate,Risk_bin,1,10,-0.0111,0.0027,A0028
Temperature,Risk_bin,1,10,-0.0087,0.0198,A0028
CO2,Risk_bin,1,10,0.0078,0.0217,A0028
TVOC,Risk_bin,1,10,0.0189,0.0156,A0028
Risk_bin,Risk_bin,1,10,0.3948,0.0,A0028
BreathRate,Risk_bin,2,20,-0.0233,0.0067,A0028
StressIndex,Risk_bin,2,20,-0.0207,0.0244,A0028
Temperature,Risk_bin,2,20,-0.0036,0.0186,A0028
CO2,Risk_bin,2,20,-0.0415,0.0003,A0028
TVOC,Risk_bin,2,20,-0.0113,0.0,A0028
Risk_bin,Risk_bin,2,20,0.1061,0.0,A0028
BreathRate,Risk_bin,3,30,-0.025,0.0437,A0028
StressIndex,Risk_bin,3,30,-0.026,0.0037,A0028
TVOC,Risk_bin,3,30,0.0108,0.0039,A0028
Risk_bin,Risk_bin,3,30,0.0314,0.0,A0028
HeartRate,Risk_bin,4,40,-0.0248,0.001,A0028
BreathRate,Risk_bin,4,40,-0.0181,0.0056,A0028
Temperature,Risk_bin,4,40,0.0005,0.0225,A0028
CO2,Risk_bin,4,40,-0.006,0.0003,A0028
TVOC,Risk_bin,4,40,0.0139,0.0006,A0028
Risk_bin,Risk_bin,4,40,0.0082,0.0,A0028
Activity_IR,Risk_bin,5,50,0.028,0.0003,A0028
HeartRate,Risk_bin,5,50,0.0097,0.0186,A0028
BreathRate,Risk_bin,5,50,-0.0146,0.0147,A0028
StressIndex,Risk_bin,5,50,0.0087,0.0449,A0028
CO2,Risk_bin,5,50,-0.0083,0.0069,A0028
TVOC,Risk_bin,5,50,-0.0047,0.0157,A0028
Risk_bin,Risk_bin,5,50,0.0257,0.0,A0028
Temperature,Risk_bin,6,60,-0.0233,0.0065,A0028
CO2,Risk_bin,6,60,-0.0196,0.0383,A0028
TVOC,Risk_bin,6,60,-0.0113,0.0032,A0028
Risk_bin,Risk_bin,6,60,-0.0093,0.0022,A0028
HeartRate,StressIndex,1,10,-0.0558,0.008,A0028
StressIndex,StressIndex,1,10,0.154,0.0,A0028
Activity_IR,StressIndex,2,20,0.008,0.0031,A0028
HeartRate,StressIndex,2,20,-0.0239,0.0283,A0028
StressIndex,StressIndex,2,20,0.0874,0.0,A0028
Temperature,StressIndex,2,20,0.0103,0.0105,A0028
TVOC,StressIndex,2,20,0.0258,0.0448,A0028
Activity_IR,StressIndex,3,30,-0.0331,0.0264,A0028
HeartRate,StressIndex,3,30,-0.0033,0.0438,A0028
BreathRate,StressIndex,3,30,-0.0091,0.0166,A0028
StressIndex,StressIndex,3,30,0.07,0.0001,A0028
Temperature,StressIndex,3,30,-0.0112,0.0185,A0028
Humidity,StressIndex,3,30,-0.0021,0.0183,A0028
Activity_IR,StressIndex,4,40,0.0071,0.011,A0028
HeartRate,StressIndex,4,40,-0.0234,0.0476,A0028
BreathRate,StressIndex,4,40,-0.0099,0.0021,A0028
StressIndex,StressIndex,4,40,0.0592,0.0021,A0028
Humidity,StressIndex,4,40,-0.0188,0.0433,A0028
CO2,StressIndex,4,40,-0.0052,0.0476,A0028
Activity_IR,StressIndex,5,50,-0.0238,0.0183,A0028
HeartRate,StressIndex,5,50,0.001,0.0376,A0028
BreathRate,StressIndex,5,50,0.0066,0.0372,A0028
Temperature,StressIndex,5,50,-0.0123,0.0359,A0028
Humidity,StressIndex,5,50,-0.0011,0.0469,A0028
CO2,StressIndex,5,50,0.0059,0.0066,A0028
TVOC,StressIndex,5,50,-0.0117,0.0158,A0028
Risk_bin,StressIndex,5,50,0.0121,0.031,A0028
StressIndex,StressIndex,6,60,0.0372,0.036,A0028
Risk_bin,StressIndex,6,60,0.0117,0.0173,A0028
Activity_IR,TVOC,1,10,0.0089,0.004,A0028
HeartRate,TVOC,1,10,-0.0013,0.0101,A0028
BreathRate,TVOC,1,10,-0.0194,0.0361,A0028
StressIndex,TVOC,1,10,0.0128,0.0302,A0028
Humidity,TVOC,1,10,0.0127,0.0412,A0028
CO2,TVOC,1,10,0.0059,0.0003,A0028
Risk_bin,TVOC,1,10,-0.003,0.0268,A0028
Activity_IR,TVOC,2,20,0.0389,0.0,A0028
HeartRate,TVOC,2,20,-0.0077,0.0262,A0028
BreathRate,TVOC,2,20,0.0,0.0378,A0028
StressIndex,TVOC,2,20,-0.0146,0.0141,A0028
Humidity,TVOC,2,20,-0.0159,0.0255,A0028
TVOC,TVOC,2,20,0.0021,0.0049,A0028
Risk_bin,TVOC,2,20,0.0101,0.0088,A0028
HeartRate,TVOC,3,30,-0.0062,0.0223,A0028
BreathRate,TVOC,3,30,-0.0045,0.0452,A0028
Humidity,TVOC,3,30,-0.0041,0.02,A0028
CO2,TVOC,3,30,0.0232,0.0244,A0028
TVOC,TVOC,3,30,0.0212,0.0209,A0028
Risk_bin,TVOC,3,30,-0.0106,0.0053,A0028
Activity_IR,TVOC,4,40,-0.013,0.0121,A0028
HeartRate,TVOC,4,40,0.0141,0.0002,A0028
CO2,TVOC,4,40,-0.0122,0.0069,A0028
Activity_IR,TVOC,5,50,0.0085,0.0334,A0028
HeartRate,TVOC,5,50,-0.0018,0.0053,A0028
StressIndex,TVOC,5,50,0.02,0.0374,A0028
TVOC,TVOC,5,50,-0.0239,0.042,A0028
Risk_bin,TVOC,5,50,-0.0203,0.0096,A0028
Activity_IR,TVOC,6,60,-0.0118,0.0019,A0028
HeartRate,TVOC,6,60,-0.0196,0.0002,A0028
Temperature,TVOC,6,60,-0.0207,0.0047,A0028
Humidity,TVOC,6,60,-0.0323,0.0234,A0028
TVOC,TVOC,6,60,-0.0049,0.0255,A0028
Risk_bin,TVOC,6,60,0.0004,0.0139,A0028
Activity_IR,Temperature,1,10,0.0745,0.0,A0028
HeartRate,Temperature,1,10,-0.0319,0.0095,A0028
BreathRate,Temperature,1,10,-0.0177,0.0334,A0028
Temperature,Temperature,1,10,0.7957,0.0,A0028
Humidity,Temperature,1,10,0.0681,0.0,A0028
CO2,Temperature,1,10,0.0068,0.0127,A0028
TVOC,Temperature,1,10,-0.0033,0.0185,A0028
Activity_IR,Temperature,2,20,-0.0468,0.0017,A0028
HeartRate,Temperature,2,20,0.0021,0.0456,A0028
BreathRate,Temperature,2,20,-0.0251,0.0025,A0028
Temperature,Temperature,2,20,-0.1685,0.0,A0028
Humidity,Temperature,2,20,0.0289,0.0015,A0028
CO2,Temperature,2,20,-0.0031,0.0048,A0028
TVOC,Temperature,2,20,-0.0034,0.0097,A0028
HeartRate,Temperature,3,30,0.0043,0.0135,A0028
BreathRate,Temperature,3,30,0.0014,0.0284,A0028
StressIndex,Temperature,3,30,-0.0169,0.0319,A0028
Temperature,Temperature,3,30,-0.0399,0.0021,A0028
Humidity,Temperature,3,30,0.018,0.0309,A0028
CO2,Temperature,3,30,-0.0053,0.048,A0028
TVOC,Temperature,3,30,0.0026,0.0185,A0028
Risk_bin,Temperature,3,30,0.0255,0.0481,A0028
HeartRate,Temperature,4,40,-0.0185,0.0163,A0028
BreathRate,Temperature,4,40,0.0224,0.0069,A0028
Humidity,Temperature,4,40,0.0071,0.0203,A0028
CO2,Temperature,4,40,0.0183,0.0018,A0028
TVOC,Temperature,4,40,0.0003,0.0154,A0028
HeartRate,Temperature,5,50,0.0158,0.0441,A0028
BreathRate,Temperature,5,50,0.0062,0.0062,A0028
StressIndex,Temperature,5,50,0.0026,0.031,A0028
Temperature,Temperature,5,50,-0.025,0.0409,A0028
CO2,Temperature,5,50,-0.0261,0.0251,A0028
TVOC,Temperature,5,50,-0.0215,0.0392,A0028
Temperature,Temperature,6,60,0.005,0.025,A0028
TVOC,Temperature,6,60,0.0104,0.0415,A0028
Activity_IR,Activity_IR,1,10,0.4082,0.0,A0029
CO2,Activity_IR,1,10,-0.0048,0.0444,A0029
Risk_bin,Activity_IR,1,10,-0.0703,0.0032,A0029
Activity_IR,Activity_IR,2,20,0.0956,0.0002,A0029
BreathRate,Activity_IR,2,20,-0.017,0.0092,A0029
Risk_bin,Activity_IR,2,20,-0.0563,0.0074,A0029
Activity_IR,Activity_IR,3,30,0.0156,0.0185,A0029
HeartRate,Activity_IR,3,30,0.0238,0.0014,A0029
Temperature,Activity_IR,3,30,-0.004,0.0126,A0029
Risk_bin,Activity_IR,3,30,-0.0447,0.0106,A0029
Activity_IR,Activity_IR,4,40,-0.0333,0.0105,A0029
StressIndex,Activity_IR,4,40,0.0261,0.0376,A0029
Humidity,Activity_IR,4,40,0.0166,0.0166,A0029
CO2,Activity_IR,4,40,0.0086,0.0033,A0029
TVOC,Activity_IR,4,40,0.0271,0.0009,A0029
Risk_bin,Activity_IR,4,40,-0.0045,0.0184,A0029
Activity_IR,Activity_IR,5,50,-0.0237,0.0186,A0029
Activity_IR,Activity_IR,6,60,-0.0088,0.0122,A0029
HeartRate,Activity_IR,6,60,0.0205,0.0037,A0029
Humidity,Activity_IR,6,60,-0.0024,0.012,A0029
CO2,Activity_IR,6,60,-0.0206,0.0305,A0029
TVOC,Activity_IR,6,60,-0.0259,0.0301,A0029
HeartRate,BreathRate,1,10,0.055,0.0054,A0029
BreathRate,BreathRate,1,10,0.3739,0.0,A0029
Temperature,BreathRate,1,10,-0.0168,0.0042,A0029
BreathRate,BreathRate,2,20,0.0778,0.0,A0029
StressIndex,BreathRate,2,20,0.0238,0.0389,A0029
Temperature,BreathRate,2,20,0.0444,0.0028,A0029
CO2,BreathRate,2,20,0.0209,0.002,A0029
Risk_bin,BreathRate,2,20,0.0092,0.0116,A0029
BreathRate,BreathRate,3,30,0.0187,0.0142,A0029
StressIndex,BreathRate,3,30,-0.0254,0.0269,A0029
Temperature,BreathRate,3,30,0.002,0.0088,A0029
CO2,BreathRate,3,30,-0.0093,0.0475,A0029
HeartRate,BreathRate,4,40,-0.0196,0.0111,A0029
BreathRate,BreathRate,4,40,-0.0087,0.0,A0029
BreathRate,BreathRate,5,50,0.0566,0.0013,A0029
StressIndex,BreathRate,5,50,0.0179,0.0045,A0029
Risk_bin,BreathRate,5,50,-0.0182,0.0484,A0029
BreathRate,BreathRate,6,60,0.0281,0.0134,A0029
Risk_bin,BreathRate,6,60,-0.0275,0.0211,A0029
Activity_IR,CO2,1,10,0.0798,0.0003,A0029
Humidity,CO2,1,10,-0.0029,0.0,A0029
CO2,CO2,1,10,0.0312,0.029,A0029
TVOC,CO2,1,10,-0.0326,0.0071,A0029
Humidity,CO2,2,20,-0.0128,0.0084,A0029
CO2,CO2,2,20,-0.0016,0.0005,A0029
TVOC,CO2,2,20,-0.0492,0.0042,A0029
Activity_IR,CO2,3,30,0.0046,0.0003,A0029
HeartRate,CO2,3,30,-0.0228,0.0163,A0029
Temperature,CO2,3,30,0.0315,0.0045,A0029
Humidity,CO2,3,30,-0.0649,0.0,A0029
Activity_IR,CO2,4,40,-0.0374,0.0068,A0029
Humidity,CO2,4,40,-0.0144,0.0191,A0029
CO2,CO2,4,40,-0.0134,0.0025,A0029
TVOC,CO2,4,40,-0.017,0.0006,A0029
Temperature,CO2,5,50,0.0169,0.0193,A0029
Humidity,CO2,5,50,0.0019,0.0472,A0029
Risk_bin,CO2,5,50,0.0126,0.0217,A0029
Activity_IR,CO2,6,60,-0.0109,0.0244,A0029
HeartRate,CO2,6,60,0.0318,0.0438,A0029
Humidity,CO2,6,60,-0.0266,0.0001,A0029
HeartRate,HeartRate,1,10,0.4498,0.0,A0029
BreathRate,HeartRate,1,10,0.0378,0.0069,A0029
StressIndex,HeartRate,1,10,0.0132,0.0096,A0029
HeartRate,HeartRate,2,20,0.0636,0.0,A0029
TVOC,HeartRate,2,20,-0.0111,0.0472,A0029
HeartRate,HeartRate,3,30,0.0403,0.0329,A0029
Humidity,HeartRate,3,30,0.0136,0.0348,A0029
TVOC,HeartRate,3,30,0.0222,0.0306,A0029
HeartRate,HeartRate,4,40,0.0278,0.0071,A0029
Temperature,HeartRate,4,40,-0.002,0.0315,A0029
Humidity,HeartRate,4,40,-0.014,0.0318,A0029
CO2,HeartRate,4,40,-0.0137,0.0165,A0029
TVOC,HeartRate,4,40,0.0107,0.001,A0029
BreathRate,HeartRate,5,50,-0.0223,0.0499,A0029
TVOC,HeartRate,5,50,-0.0284,0.016,A0029
Risk_bin,HeartRate,5,50,-0.0058,0.0456,A0029
Activity_IR,HeartRate,6,60,-0.0266,0.0387,A0029
HeartRate,HeartRate,6,60,-0.0035,0.0005,A0029
StressIndex,HeartRate,6,60,0.0216,0.0182,A0029
Temperature,HeartRate,6,60,-0.0534,0.0207,A0029
Humidity,HeartRate,6,60,-0.0197,0.0008,A0029
Activity_IR,Humidity,1,10,-0.0258,0.0369,A0029
BreathRate,Humidity,1,10,0.0247,0.0188,A0029
Temperature,Humidity,1,10,-0.126,0.0,A0029
Humidity,Humidity,1,10,0.6937,0.0,A0029
CO2,Humidity,1,10,0.0928,0.0001,A0029
TVOC,Humidity,1,10,0.013,0.0441,A0029
Activity_IR,Humidity,2,20,-0.0391,0.003,A0029
BreathRate,Humidity,2,20,-0.004,0.0411,A0029
Temperature,Humidity,2,20,-0.0292,0.0021,A0029
Humidity,Humidity,2,20,-0.0421,0.003,A0029
Activity_IR,Humidity,3,30,-0.02,0.0211,A0029
StressIndex,Humidity,3,30,-0.0123,0.0189,A0029
Temperature,Humidity,3,30,0.0061,0.0246,A0029
Humidity,Humidity,3,30,0.0298,0.0228,A0029
Activity_IR,Humidity,4,40,-0.0239,0.0012,A0029
StressIndex,Humidity,4,40,0.0171,0.0318,A0029
Risk_bin,Humidity,4,40,-0.009,0.0163,A0029
StressIndex,Humidity,5,50,0.0224,0.0166,A0029
Risk_bin,Humidity,5,50,0.0309,0.0308,A0029
CO2,Humidity,6,60,0.0091,0.0055,A0029
TVOC,Humidity,6,60,0.0015,0.0102,A0029
Risk_bin,Humidity,6,60,0.0213,0.0022,A0029
Activity_IR,Risk_bin,1,10,-0.0557,0.0015,A0029
BreathRate,Risk_bin,1,10,-0.0383,0.0366,A0029
StressIndex,Risk_bin,1,10,-0.0379,0.0093,A0029
Temperature,Risk_bin,1,10,-0.0028,0.0141,A0029
Risk_bin,Risk_bin,1,10,0.4799,0.0,A0029
HeartRate,Risk_bin,2,20,-0.0232,0.0132,A0029
Humidity,Risk_bin,2,20,0.0328,0.0487,A0029
Risk_bin,Risk_bin,2,20,0.1591,0.0,A0029
Activity_IR,Risk_bin,3,30,-0.0265,0.0073,A0029
HeartRate,Risk_bin,3,30,-0.0227,0.0363,A0029
Risk_bin,Risk_bin,3,30,0.0263,0.0,A0029
BreathRate,Risk_bin,4,40,-0.0211,0.0086,A0029
Risk_bin,Risk_bin,4,40,0.0284,0.0054,A0029
HeartRate,Risk_bin,5,50,0.0026,0.034,A0029
Risk_bin,Risk_bin,5,50,0.0376,0.0075,A0029
Risk_bin,Risk_bin,6,60,0.014,0.0076,A0029
HeartRate,StressIndex,1,10,-0.0315,0.025,A0029
BreathRate,StressIndex,1,10,-0.0157,0.0069,A0029
StressIndex,StressIndex,1,10,0.1768,0.0,A0029
Temperature,StressIndex,1,10,0.0061,0.0173,A0029
Humidity,StressIndex,1,10,-0.0084,0.0214,A0029
Activity_IR,StressIndex,2,20,-0.0114,0.0162,A0029
HeartRate,StressIndex,2,20,-0.0513,0.0325,A0029
BreathRate,StressIndex,2,20,0.0063,0.0304,A0029
StressIndex,StressIndex,2,20,0.0908,0.0007,A0029
Temperature,StressIndex,2,20,0.014,0.0003,A0029
Activity_IR,StressIndex,3,30,0.0202,0.0086,A0029
StressIndex,StressIndex,3,30,0.0401,0.0358,A0029
BreathRate,StressIndex,4,40,0.0086,0.0126,A0029
BreathRate,StressIndex,5,50,0.0093,0.0131,A0029
